sentence_id	token_id	token	surprisal
1	1	the	2.6762319691860244
1	2	government	7.064598404726349
1	3	was	8.54124159184481
1	4	rescinded	21.591311221121284
1	5	yesterday	10.53037373804169
1	6	.	2.615462965162689
2	1	the	2.6762319691860244
2	2	government	7.064598404726349
2	3	rescinded	21.866994150908727
2	4	yesterday	10.53037373804169
2	5	.	2.615462965162689
3	1	the	2.6762319691860244
3	2	government	7.064598404726349
3	3	was	8.54124159184481
3	4	entirely	13.528405677996933
3	5	and	6.57246968601043
3	6	easily	15.540481396713785
3	7	rescinded	21.201195898101016
3	8	yesterday	10.53037373804169
3	9	.	2.615462965162689
4	1	the	2.6762319691860244
4	2	government	7.064598404726349
4	3	entirely	15.221401883727426
4	4	and	6.57246968601043
4	5	easily	15.540481396713785
4	6	rescinded	21.201195898101016
4	7	yesterday	10.53037373804169
4	8	.	2.615462965162689
5	1	the	2.6762319691860244
5	2	government	7.064598404726349
5	3	was	8.54124159184481
5	4	entirely	13.528405677996933
5	5	,	6.532169134522649
5	6	easily	15.050441879943044
5	7	,	3.1406181418060846
5	8	and	1.9405754968351916
5	9	rapidly	16.246108278044186
5	10	rescinded	21.350461094332513
5	11	yesterday	10.53037373804169
5	12	.	2.615462965162689
6	1	the	2.6762319691860244
6	2	government	7.064598404726349
6	3	entirely	15.221401883727426
6	4	,	6.532169134522649
6	5	easily	15.050441879943044
6	6	,	3.1406181418060846
6	7	and	1.9405754968351916
6	8	rapidly	16.246108278044186
6	9	rescinded	21.350461094332513
6	10	yesterday	10.53037373804169
6	11	.	2.615462965162689
7	1	the	2.6762319691860244
7	2	government	7.064598404726349
7	3	was	8.54124159184481
7	4	rescinded	21.591311221121284
7	5	recently	11.565520493180072
7	6	.	3.8433877913593086
8	1	the	2.6762319691860244
8	2	government	7.064598404726349
8	3	rescinded	21.866994150908727
8	4	recently	11.565520493180072
8	5	.	3.8433877913593086
9	1	the	2.6762319691860244
9	2	government	7.064598404726349
9	3	was	8.54124159184481
9	4	rapidly	14.423105371125198
9	5	and	6.76162086940798
9	6	entirely	14.203232515132228
9	7	rescinded	21.16131054188814
9	8	recently	11.565520493180072
9	9	.	3.8433877913593086
10	1	the	2.6762319691860244
10	2	government	7.064598404726349
10	3	rapidly	14.698788104507685
10	4	and	6.76162086940798
10	5	entirely	14.203232515132228
10	6	rescinded	21.16131054188814
10	7	recently	11.565520493180072
10	8	.	3.8433877913593086
11	1	the	2.6762319691860244
11	2	government	7.064598404726349
11	3	was	8.54124159184481
11	4	rapidly	14.423105371125198
11	5	,	3.387476360345382
11	6	entirely	15.62769286206705
11	7	,	6.532169134522649
11	8	and	4.720868691504259
11	9	quickly	13.680049991183198
11	10	rescinded	21.76530766095708
11	11	recently	11.565520493180072
11	12	.	3.8433877913593086
12	1	the	2.6762319691860244
12	2	government	7.064598404726349
12	3	rapidly	14.698788104507685
12	4	,	3.387476360345382
12	5	entirely	15.62769286206705
12	6	,	6.532169134522649
12	7	and	4.720868691504259
12	8	quickly	13.680049991183198
12	9	rescinded	21.76530766095708
12	10	recently	11.565520493180072
12	11	.	3.8433877913593086
13	1	the	2.6762319691860244
13	2	spokesman	9.686738579962347
13	3	was	9.666234823056563
13	4	rescinded	21.591311221121284
13	5	today	11.17555573649298
13	6	.	2.0858016690283514
14	1	the	2.6762319691860244
14	2	spokesman	9.686738579962347
14	3	rescinded	22.956616421943064
14	4	today	11.17555573649298
14	5	.	2.0858016690283514
15	1	the	2.6762319691860244
15	2	spokesman	9.686738579962347
15	3	was	9.666234823056563
15	4	entirely	13.528405677996933
15	5	and	6.57246968601043
15	6	easily	15.540481396713785
15	7	rescinded	21.201195898101016
15	8	today	11.17555573649298
15	9	.	2.0858016690283514
16	1	the	2.6762319691860244
16	2	spokesman	9.686738579962347
16	3	entirely	16.311024384710947
16	4	and	6.57246968601043
16	5	easily	15.540481396713785
16	6	rescinded	21.201195898101016
16	7	today	11.17555573649298
16	8	.	2.0858016690283514
17	1	the	2.6762319691860244
17	2	spokesman	9.686738579962347
17	3	was	9.666234823056563
17	4	entirely	13.528405677996933
17	5	,	6.532169134522649
17	6	easily	15.050441879943044
17	7	,	3.1406181418060846
17	8	and	1.9405754968351916
